Name,Team,Season,Level,Age,G,PA,H,1B,2B,3B,HR,RBI,BB,SO,GDP,SB,CS,BB%,K%,BB/K,AVG,wOBA,OBP,SLG,OPS,ISO,wRC,wRC+,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,PlayerId
"Jonatan Yan","OAK",2024,"DSL",19,35,121,19,14,3,2,0,9,18,32,4,6,3,0.14876033,0.264462809,0.5625,0.19,0.30698428370735864,0.314049586,0.26,0.574049586,0.07,12.005319805536866,68.00350673877904,0.189655172,0.379310344,0.431034482,0.88,0.37288136,0.27118644,0.3559322,"sa3019511"
"Won-Bin Cho","STL",2024,"A+",20,107,428,85,64,15,4,2,28,36,134,1,13,8,0.084112149,0.313084112,0.268656716,0.227272727,0.29460937813382343,0.307328605,0.304812834,0.612141439,0.077540107,40.916231390679805,80.9282705782985,0.218106995,0.452674897,0.329218106,1.375,0.376,0.236,0.388,"sa3019526"
"Cruzmel Arias","COL",2024,"DSL",20,44,169,39,31,7,1,0,20,8,29,4,0,0,0.047337278,0.171597633,0.275862068,0.258278145,0.3312301061239587,0.325301204,0.317880794,0.643181998,0.059602649,20.06681361779428,81.38318036977071,0.247706422,0.495412844,0.256880733,1.928571428,0.51785714,0.20535714,0.27678571,"sa3019527"
"Angel Feliz","COL",2024,"DSL",20,39,137,33,25,7,0,1,11,18,36,1,6,1,0.131386861,0.262773722,0.5,0.282051282,0.38251744221596823,0.379562043,0.367521367,0.74708341,0.085470085,21.924312939285258,109.6852856365424,0.189189189,0.418918918,0.391891891,1.068965517,0.44,0.21333333,0.34666667,"sa3019528"
"Larry Martinez","TBR",2024,"CPX",18,44,176,44,35,7,2,0,24,16,10,6,3,1,0.09090909,0.056818181,1.6,0.295302013,0.3859223513440652,0.397727272,0.369127516,0.766854788,0.073825503,29.08491423920907,118.41104508651857,0.135338345,0.481203007,0.383458646,1.25490196,0.4893617,0.18439716,0.32624113,"sa3019551"
"Yasser Mercedes","MIN",2024,"A,CPX",19,61,243,61,34,19,2,6,27,30,57,2,21,5,0.12345679,0.234567901,0.526315789,0.291866028,0.4176803415204272,0.390946502,0.488038277,0.878984779,0.196172249,46.693465350270394,138.6432650877973,0.170068027,0.360544217,0.469387755,0.768115942,0.56578947,0.19736842,0.23684211,"sa3019557"
"Greyber Altamirano","MIA",2024,"CPX",19,36,106,11,6,2,3,0,15,11,27,0,2,0,0.103773584,0.254716981,0.407407407,0.118279569,0.22590627141718594,0.226415094,0.204301075,0.430716169,0.086021506,3.859662209766035,26.090387349941285,0.126984126,0.396825396,0.476190476,0.833333333,0.56923077,0.2,0.23076923,"sa3019570"
"Angel Rodriguez","PIT",2024,"DSL",19,36,108,19,15,2,1,1,11,8,25,2,5,2,0.074074074,0.231481481,0.32,0.218390804,0.350211098929432,0.355140186,0.298850574,0.65399076,0.08045977,14.474235208663558,91.8575410479038,0.111111111,0.444444444,0.444444444,1,0.49122807,0.28070175,0.22807018,"sa3019618"
"Jose Robledo","HOU",2024,"DSL",20,54,203,42,28,12,1,1,20,17,47,1,13,4,0.083743842,0.231527093,0.361702127,0.235955056,0.33133207980673113,0.31840796,0.331460674,0.649868634,0.095505618,24.12059075662372,81.43945293380267,0.137931034,0.422413793,0.439655172,0.960784313,0.46666667,0.23333333,0.3,"sa3019628"
"Ricson Gonzalez","KCR",2024,"DSL",19,37,138,32,26,5,1,0,20,11,21,2,0,2,0.079710144,0.152173913,0.523809523,0.273504273,0.34997638820731725,0.350364963,0.333333333,0.683698296,0.05982906,18.46877789642211,91.72801964806715,0.2,0.3,0.5,0.6,0.44680851,0.26595745,0.28723404,"sa3019629"
"Athanael Duarte","LAA",2024,"CPX",19,55,213,42,29,7,3,3,27,32,45,5,6,4,0.150234741,0.211267605,0.711111111,0.247058823,0.3781122503415594,0.386792452,0.376470588,0.76326304,0.129411765,34.666818315773334,104.63942705142625,0.126984126,0.468253968,0.404761904,1.156862745,0.4609375,0.25,0.2890625,"sa3019630"
"Yoffry Solano","MIA",2024,"CPX",19,40,165,40,27,10,3,0,19,12,17,2,12,4,0.072727272,0.103030303,0.705882352,0.268456375,0.34018921635367655,0.327272727,0.375838926,0.703111653,0.107382551,21.191172563158766,92.02548993107614,0.21875,0.5625,0.21875,2.571428571,0.41666667,0.17424242,0.40909091,"sa3019638"
"Oliver Carrillo","HOU",2024,"A,A+",22,101,409,80,45,18,1,16,55,49,139,4,0,2,0.1198044,0.3398533,0.352517985,0.226628895,0.350539092766918,0.327628361,0.419263456,0.746891817,0.192634561,57.61443179963247,116.96581061495304,0.235576923,0.317307692,0.447115384,0.709677419,0.53738318,0.26635514,0.19626168,"sa3019662"
"Roderick Arias","NYY",2024,"A",19,124,552,110,68,21,8,13,74,68,171,3,37,13,0.123188405,0.309782608,0.397660818,0.232558139,0.3489386386413505,0.335144927,0.393234672,0.728379599,0.160676533,75.298592099272,110.82152356216051,0.241610738,0.429530201,0.32885906,1.306122448,0.49673203,0.22875817,0.2745098,"sa3019674"
"Dennys Riera","SFG",2024,"DSL",19,30,107,21,14,6,0,1,12,14,24,2,2,2,0.130841121,0.224299065,0.583333333,0.244186046,0.38248688706727785,0.38317757,0.348837209,0.732014779,0.104651163,17.120736209420446,109.66842426099493,0.228070175,0.368421052,0.403508771,0.913043478,0.52459016,0.2295082,0.24590164,"sa3019675"
"Joan Delgado","CHC",2024,"CPX",19,53,187,45,24,7,8,6,29,19,65,1,16,2,0.101604278,0.347593582,0.292307692,0.28125,0.4039739379908312,0.363636363,0.5375,0.901136363,0.25625,34.72849631634613,119.4002799497392,0.226804123,0.37113402,0.402061855,0.923076923,0.46464646,0.21212121,0.32323232,"sa3019676"
"Douglas Glod","ATL",2024,"CPX",19,46,171,26,18,4,2,2,16,34,62,3,0,3,0.198830409,0.362573099,0.548387096,0.192592592,0.34034621715545654,0.356725146,0.296296296,0.653021442,0.103703704,21.983377692539957,92.11607093576094,0.194444444,0.527777777,0.277777777,1.9,0.37837838,0.27027027,0.35135135,"sa3019685"
"Julio Valdez","CHC",2024,"DSL",19,33,120,14,7,4,0,3,20,15,49,0,2,0,0.125,0.408333333,0.306122448,0.137254901,0.2730555534362793,0.258333333,0.264705882,0.523039215,0.127450981,8.628060330669204,49.28047355223777,0.137254901,0.333333333,0.529411764,0.629629629,0.57692308,0.23076923,0.19230769,"sa3019687"
"Arnold Prado","CHW",2024,"CPX",19,50,163,36,27,4,2,3,18,9,66,2,8,2,0.055214723,0.404907975,0.136363636,0.241610738,0.3181344629065391,0.306748466,0.355704697,0.662453163,0.114093959,17.850028072876867,70.406421475723,0.1625,0.4125,0.425,0.970588235,0.30120482,0.24096386,0.45783133,"sa3019704"
"Tony Blanco Jr.","PIT",2024,"CPX",19,30,109,29,19,5,1,4,17,12,31,2,1,0,0.110091743,0.284403669,0.387096774,0.305263157,0.4193254599877454,0.3853211,0.505263157,0.890584257,0.2,20.944462374814165,137.68283928270236,0.25,0.375,0.375,1,0.51515152,0.25757576,0.22727273,"sa3019722"
"Carlos Cauro","HOU",2024,"CPX",19,40,125,28,20,4,0,4,17,12,30,4,2,2,0.096,0.24,0.4,0.254545454,0.35223494470119476,0.336,0.4,0.736,0.145454546,17.266305540229418,98.97522626049498,0.2,0.4,0.4,1,0.52564103,0.20512821,0.26923077,"sa3019763"
"Gabriel Gomes","CIN",2024,"DSL",20,29,105,23,17,4,0,2,14,17,15,3,3,0,0.161904761,0.142857142,1.133333333,0.280487804,0.42749911149342856,0.428571428,0.402439024,0.831010452,0.12195122,20.605992027927286,134.50770840152856,0.09090909,0.53030303,0.378787878,1.4,0.37878788,0.31818182,0.3030303,"sa3019766"
"Kevyn Castillo","LAA",2024,"A",19,46,196,50,38,7,1,4,25,20,53,6,8,4,0.102040816,0.270408163,0.37735849,0.29239766,0.37666649665587987,0.374358974,0.415204678,0.789563652,0.122807018,30.944975988037577,114.7696261908375,0.222222222,0.452991452,0.324786324,1.394736842,0.45,0.21666667,0.33333333,"sa3019771"
"William Bergolla","CHW",2024,"A+",19,89,357,93,75,12,5,1,40,29,38,5,27,6,0.081232492,0.106442577,0.763157894,0.3,0.34401851207360457,0.359195402,0.380645161,0.739840563,0.080645161,49.731820963461495,113.72961126191443,0.247272727,0.461818181,0.29090909,1.5875,0.35789474,0.20350877,0.43859649,"sa3019777"
"Curtis Washington Jr.","SEA",2024,"A,A+,AAA,CPX",24,51,181,35,26,4,3,2,24,12,43,3,12,4,0.066298342,0.23756906,0.279069767,0.220125786,0.2902090596349052,0.286516853,0.320754716,0.607271569,0.10062893,15.686522967069868,62.508101915732965,0.163793103,0.422413793,0.413793103,1.020833333,0.51666667,0.21666667,0.26666667,"sa3019803"
"Hogan Windish","SEA",2024,"AA",25,124,518,95,54,25,1,15,62,65,167,12,19,2,0.125482625,0.322393822,0.389221556,0.217889908,0.33370389452772253,0.332046332,0.383027522,0.715073854,0.165137614,65.82581331228897,105.131464430097,0.244444444,0.403703703,0.351851851,1.147368421,0.42181818,0.30181818,0.27636364,"sa3019805"
"Bjay Cooke","OAK",2024,"A,CPX",21,44,190,32,24,4,1,3,16,22,58,5,7,0,0.115789473,0.305263157,0.379310344,0.195121951,0.2975927534856294,0.305263157,0.286585365,0.591848522,0.091463414,17.773951079553257,65.67153472357673,0.137254901,0.539215686,0.323529411,1.666666666,0.31132075,0.20754717,0.48113208,"sa3019807"
"Torin Montgomery","MIA",2024,"A+",23,72,291,59,45,8,0,6,38,34,95,3,0,0,0.116838487,0.326460481,0.357894736,0.236947791,0.3284769383902402,0.340206185,0.341365461,0.681571646,0.10441767,35.261038210362024,102.57712179894531,0.248366013,0.470588235,0.281045751,1.674418604,0.37820513,0.21794872,0.40384615,"sa3019823"
"Jacob Berry","MIA",2024,"AA,AAA",23,129,528,114,79,22,2,11,54,41,105,6,14,2,0.077651515,0.198863636,0.39047619,0.23899371,0.31189047227095834,0.306818181,0.362683438,0.669501619,0.123689728,57.02936675129219,94.8738187248802,0.232432432,0.381081081,0.386486486,0.986013986,0.4690027,0.22102426,0.30997305,"sa3019825"
"Kevin Novoa","MIA",2024,"DSL",19,35,134,25,19,6,0,0,18,24,22,0,6,2,0.179104477,0.164179104,1.09090909,0.25,0.40060229888602866,0.425373134,0.31,0.735373134,0.06,23.395345429440823,119.66512776155136,0.16,0.466666666,0.373333333,1.25,0.48051948,0.24675325,0.27272727,"sa3019826"
"Jacob Campbell","SDP",2024,"A,A+,CPX",24,73,319,64,42,11,3,8,56,33,77,5,8,4,0.103448275,0.24137931,0.428571428,0.235294117,0.34908891957381677,0.341692789,0.386029411,0.7277222,0.150735294,43.48468976513877,100.26591227491137,0.191709844,0.404145077,0.404145077,1,0.52284264,0.2284264,0.24873096,"sa3019836"
"Michael Curialle","STL",2024,"A+",23,77,278,54,33,13,1,7,36,21,85,9,3,1,0.075539568,0.305755395,0.247058823,0.219512195,0.3108183410193516,0.29602888,0.365853658,0.661882538,0.146341463,29.978965382973097,91.28937788254547,0.184713375,0.407643312,0.407643312,1,0.47560976,0.23780488,0.28658537,"sa3019837"
"Brody Moore","STL",2024,"A+",23,108,446,105,84,16,2,3,37,32,86,4,30,10,0.071748878,0.192825112,0.372093023,0.25990099,0.3094121411914739,0.319004524,0.331683168,0.650687692,0.071782178,47.62217993802648,90.3905056097943,0.229299363,0.385350318,0.385350318,1,0.40247678,0.25077399,0.34674923,"sa3019839"
"R.J. Yeager","STL",2024,"AA",25,113,467,107,75,17,0,15,65,32,60,12,10,2,0.068522483,0.128479657,0.533333333,0.253554502,0.3278394849448439,0.31477516,0.400473933,0.715249093,0.146919431,57.21289665696176,101.35456074238883,0.185595567,0.335180055,0.479224376,0.699421965,0.4673913,0.25,0.2826087,"sa3019840"
"Jimmy Crooks","STL",2024,"AA",22,90,371,101,69,19,2,11,62,43,78,2,4,0,0.115902964,0.210242587,0.551282051,0.32063492,0.4123845013646745,0.409703504,0.498412698,0.908116202,0.177777778,69.86963033757667,155.8047794354466,0.31779661,0.406779661,0.275423728,1.476923076,0.39917695,0.26748971,0.33333333,"sa3019841"
"Nathan Church","STL",2024,"AA",23,127,541,129,97,22,1,9,66,43,60,10,24,4,0.079482439,0.11090573,0.716666666,0.267634854,0.3252536127500445,0.331471135,0.373443983,0.704915118,0.105809129,65.18969709320562,99.68916031452756,0.225118483,0.419431279,0.355450236,1.18,0.40930233,0.24883721,0.34186047,"sa3019842"
"Joe Stewart","LAA",2024,"A+",26,38,131,25,22,2,0,1,9,13,33,1,11,1,0.099236641,0.251908396,0.393939393,0.219298245,0.28566063871750463,0.315384615,0.263157894,0.578542509,0.043859649,11.579070216641943,72.48844762110734,0.172839506,0.444444444,0.382716049,1.161290322,0.47560976,0.25609756,0.26829268,"sa3019852"
"Tucker Flint","LAA",2024,"AA,AAA",23,134,562,114,70,24,3,17,67,80,163,3,15,8,0.142348754,0.290035587,0.490797546,0.243589743,0.3660850102038732,0.363636363,0.416666666,0.780303029,0.173076923,83.25650190451121,131.58644146816982,0.259016393,0.396721311,0.344262295,1.152380952,0.46428571,0.24675325,0.28896104,"sa3019856"
"Kai Murphy","SDP",2024,"A+,AA",23,120,492,99,64,26,3,6,46,62,109,6,10,7,0.12601626,0.221544715,0.568807339,0.237980769,0.3355642444312327,0.344969199,0.358173076,0.703142275,0.120192307,62.292963119860445,107.08056740249755,0.215686274,0.437908496,0.346405228,1.264150943,0.46325879,0.28115016,0.25559105,"sa3019857"
"Ivan Melendez","ARI",2024,"AA",24,107,442,95,62,10,1,22,47,34,133,13,3,1,0.076923076,0.300904977,0.255639097,0.238095238,0.34073191436167755,0.312217194,0.433583959,0.745801153,0.195488721,58.58621878612065,109.65777754875218,0.217557251,0.366412213,0.416030534,0.880733944,0.51503759,0.28571429,0.19924812,"sa3019859"
"Chris Rotondo","STL",2024,"A+,AA",25,101,362,78,59,11,1,7,38,29,112,2,14,7,0.080110497,0.309392265,0.258928571,0.242236024,0.3159568523367246,0.319444444,0.347826086,0.66727053,0.105590062,40.454265942997054,93.84067696791288,0.246305418,0.472906403,0.280788177,1.684210526,0.57075472,0.20754717,0.22169811,"sa3019861"
"Braedon Karpathios","SDP",2024,"A",21,119,534,108,69,29,2,8,57,95,145,12,5,3,0.177902621,0.27153558,0.655172413,0.251748251,0.3762311972259136,0.387640449,0.384615384,0.772255833,0.132867133,84.11741613472402,114.50845506570656,0.195804195,0.465034965,0.339160839,1.37113402,0.3003413,0.2662116,0.4334471,"sa3019863"
"Chase Luttrell","MIA",2024,"A+",24,50,152,28,14,9,1,4,10,11,51,2,2,1,0.072368421,0.335526315,0.215686274,0.204379562,0.2992998006328052,0.271523178,0.372262773,0.643785951,0.167883211,15.069339852781651,83.92648651335959,0.255813953,0.38372093,0.360465116,1.064516129,0.40909091,0.21590909,0.375,"sa3019864"
"Romeo Sanabria","SDP",2024,"A,A+,AA",22,125,546,130,89,30,0,11,78,84,115,9,3,3,0.153846153,0.21062271,0.730434782,0.287610619,0.3872371964498397,0.395604395,0.42699115,0.822595545,0.139380531,91.88533442139295,129.67343831990752,0.26686217,0.419354838,0.313782991,1.336448598,0.3826087,0.23478261,0.3826087,"sa3019865"
"Sonny DiChiara","LAA",2024,"A,A+,AAA",24,98,413,81,48,21,0,12,60,57,128,7,2,0,0.138014527,0.30992736,0.4453125,0.236842105,0.35601084799301336,0.354368932,0.403508771,0.757877703,0.166666666,57.51519739445768,106.29704981451768,0.176744186,0.437209302,0.386046511,1.13253012,0.50917431,0.19724771,0.29357798,"sa3019866"
"Alex Iadisernia","STL",2024,"A+",23,101,410,81,54,21,3,3,38,39,96,8,20,9,0.095121951,0.234146341,0.40625,0.226890756,0.30415342780954974,0.310513447,0.327731092,0.638244539,0.100840336,42.15019406077791,87.02902628399222,0.212927756,0.353612167,0.433460076,0.815789473,0.39259259,0.25925926,0.34814815,"sa3019867"
"Jakob Marsee","MIA",2024,"AA,AAA",23,137,603,97,65,18,4,10,47,92,135,1,51,7,0.15257048,0.223880597,0.681481481,0.2,0.3219743232231843,0.345058626,0.315463917,0.660522543,0.115463917,70.29617689415988,100.82494496895086,0.185507246,0.353623188,0.460869565,0.767295597,0.38935574,0.25490196,0.3557423,"sa3019868"
"Brett Johnson","ARI",2024,"A+,AAA",24,44,148,22,9,7,4,2,21,26,42,0,3,2,0.175675675,0.283783783,0.619047619,0.183333333,0.32003174883288305,0.331081081,0.358333333,0.689414414,0.175,17.168411138704464,84.0795998903161,0.189873417,0.443037974,0.367088607,1.206896551,0.40506329,0.25316456,0.34177215,"sa3019869"
"Ben Gobbel","LAA",2024,"A+,AA",24,102,402,93,65,15,0,13,53,21,81,7,14,4,0.052238805,0.201492537,0.259259259,0.250673854,0.32743476141717964,0.306733167,0.396226415,0.702959582,0.145552561,48.75140651108483,104.67751776167783,0.230496453,0.393617021,0.375886524,1.047169811,0.41608392,0.21328671,0.37062937,"sa3019870"
"Nick Biddison","LAD",2024,"A+",23,83,306,56,37,10,2,7,31,40,81,3,21,2,0.130718954,0.264705882,0.49382716,0.22047244,0.3429016357562581,0.352941176,0.358267716,0.711208892,0.137795276,40.41158192094925,111.79768935136033,0.201183431,0.396449704,0.402366863,0.985294117,0.4566474,0.21965318,0.32369942,"sa3019888"
"Sean McLain","LAD",2024,"A,A+",23,95,405,74,49,14,5,6,39,40,114,8,8,4,0.098765432,0.281481481,0.350877192,0.215116279,0.32319217199160727,0.325925925,0.337209302,0.663135227,0.122093023,46.537983115324614,87.04325005419835,0.200873362,0.379912663,0.419213973,0.90625,0.38197425,0.30901288,0.30901288,"sa3019890"
"Kevin Kilpatrick Jr.","ATL",2024,"A+",23,118,542,114,84,20,5,5,46,51,140,10,50,9,0.09409594,0.258302583,0.364285714,0.237995824,0.3083222143324539,0.319188191,0.331941544,0.651129735,0.09394572,60.5559074340818,91.21465906656505,0.208955223,0.498507462,0.292537313,1.704081632,0.36151603,0.25072886,0.3877551,"sa3019891"
"Dalton Rushing","LAD",2024,"AA,AAA",23,114,503,114,66,21,1,26,85,64,103,8,2,3,0.12723658,0.204771371,0.621359223,0.271428571,0.40092285640701325,0.384462151,0.511904761,0.896366912,0.24047619,91.33573940883153,141.87155073839165,0.245222929,0.366242038,0.388535031,0.94262295,0.478125,0.303125,0.21875,"sa3019892"
"Keshawn Ogans","ATL",2024,"AA",22,100,393,78,62,13,2,1,26,27,75,11,16,8,0.06870229,0.190839694,0.36,0.218487394,0.26977576969229444,0.285714285,0.274509803,0.560224088,0.056022409,30.571407369112016,70.62079707343516,0.197132616,0.405017921,0.397849462,1.018018018,0.46666667,0.24210526,0.29122807,"sa3019893"
"Kyle Nevin","LAD",2024,"A+",22,119,519,108,80,15,5,8,55,54,163,15,18,6,0.104046242,0.31406551,0.331288343,0.236323851,0.31477786928530366,0.319845857,0.343544857,0.663390714,0.107221006,57.519644541197366,93.82039097249196,0.195876288,0.49484536,0.30927835,1.6,0.40268456,0.29194631,0.30536913,"sa3019894"
"Ambioris Tavarez","ATL",2024,"A+",20,50,208,36,23,7,3,3,22,22,80,1,11,4,0.10576923,0.384615384,0.275,0.198895027,0.2943754388162723,0.298076923,0.320441988,0.618518911,0.121546961,20.99726068663115,82.41508568450828,0.25,0.40625,0.34375,1.181818181,0.3592233,0.32038835,0.32038835,"sa3019895"
"Bryson Worrell","ATL",2024,"A,A+,AA,AAA",25,66,233,35,23,5,1,6,27,16,87,1,13,1,0.068669527,0.373390557,0.183908045,0.163551401,0.23636935018162872,0.223175965,0.280373831,0.503549796,0.11682243,12.954465694779978,45.66028672482979,0.2578125,0.2734375,0.46875,0.583333333,0.37692308,0.28461538,0.33846154,"sa3019897"
"Adrian Rodriguez","ARI",2024,"CPX",20,35,128,31,26,1,3,1,18,15,28,3,3,2,0.1171875,0.21875,0.535714285,0.289719626,0.379945311229676,0.390625,0.38317757,0.77380257,0.093457944,21.040937776085347,105.685667439528,0.202531645,0.443037974,0.354430379,1.25,0.41975309,0.33333333,0.24691358,"sa3019899"
"E.J. Exposito","ATL",2024,"A+",23,116,477,101,55,29,4,13,50,44,115,11,31,8,0.092243186,0.241090146,0.382608695,0.238207547,0.3328325513030301,0.310924369,0.41745283,0.728377199,0.179245283,62.32908165089209,106.67920200276446,0.201298701,0.305194805,0.493506493,0.618421052,0.48417722,0.2721519,0.24367089,"sa3019900"
"Bubba Alleyne","LAD",2024,"AA",25,97,325,72,50,14,2,6,35,33,87,3,15,9,0.101538461,0.267692307,0.379310344,0.251748251,0.3319114631872911,0.335384615,0.377622377,0.713006992,0.125874126,40.84648568713445,103.97707020780325,0.26,0.39,0.35,1.114285714,0.41791045,0.22885572,0.35323383,"sa3019902"
"Justin Janas","ATL",2024,"A+",23,82,310,64,46,14,0,4,29,29,53,4,5,3,0.093548387,0.170967741,0.547169811,0.244274809,0.33820106714002546,0.358064516,0.34351145,0.701575966,0.099236641,41.793533568306955,110.06641139790848,0.226600985,0.487684729,0.285714285,1.706896551,0.47393365,0.21800948,0.30805687,"sa3019903"
"Nick Clarno","ATL",2024,"A+",26,33,127,20,16,2,0,2,11,17,34,3,4,0,0.133858267,0.267716535,0.5,0.185185185,0.28172786404767375,0.307086614,0.259259259,0.566345873,0.074074074,11.57910103995023,74.43522954125808,0.152777777,0.444444444,0.402777777,1.103448275,0.54794521,0.20547945,0.24657534,"sa3019904"
"Javier Vaz","KCR",2024,"AA",23,115,523,114,82,22,2,8,42,73,60,1,16,3,0.139579349,0.114722753,1.216666666,0.263279445,0.3544557628920302,0.375486381,0.378752886,0.754239267,0.115473441,74.91017734375899,118.4964600096716,0.227027027,0.359459459,0.413513513,0.869281045,0.37075718,0.28198433,0.34725849,"sa3019906"
"Taylor Young","LAD",2024,"AA",25,128,547,112,78,28,2,4,43,59,138,4,46,10,0.10786106,0.252285191,0.427536231,0.236286919,0.31541246677929663,0.333333333,0.329113924,0.662447257,0.092827005,61.72206727960263,93.35108655230118,0.258358662,0.38905775,0.352583586,1.103448275,0.42058824,0.25294118,0.32647059,"sa3019907"
"Noah Williams","ATL",2024,"A,CPX",20,44,158,28,20,3,2,3,17,16,46,0,2,2,0.101265822,0.29113924,0.347826086,0.20289855,0.30323429801796054,0.297468354,0.318840579,0.616308933,0.115942029,16.33534940815747,84.03136711066739,0.211111111,0.477777777,0.311111111,1.535714285,0.41758242,0.13186813,0.45054945,"sa3019909"
"Caleb Ricketts","PHI",2024,"AA",24,75,308,57,41,8,1,7,31,32,61,3,1,0,0.103896103,0.198051948,0.524590163,0.219230769,0.317357115544282,0.331168831,0.338461538,0.669630369,0.119230769,35.834371764692,99.04529689953048,0.195979899,0.467336683,0.336683417,1.388059701,0.51485149,0.21782178,0.26732673,"sa3019917"
"Cade Fergus","PHI",2024,"A+,AA,AAA",23,72,255,46,31,5,2,8,29,30,96,1,16,3,0.117647058,0.376470588,0.3125,0.214953271,0.3350579816056049,0.338582677,0.369158878,0.707741555,0.154205607,33.084311213213724,108.27851350562871,0.182608695,0.373913043,0.44347826,0.843137254,0.48739496,0.27731092,0.23529412,"sa3019919"
"Drake Baldwin","ATL",2024,"AA,AAA",23,124,551,129,93,19,1,16,88,72,95,15,2,1,0.130671506,0.172413793,0.757894736,0.275641025,0.362055318000745,0.370235934,0.423076923,0.793312857,0.147435898,83.31474692538646,119.3933390525007,0.226063829,0.473404255,0.300531914,1.575221238,0.43307087,0.24409449,0.32283465,"sa3019920"
"Troy Schreffler","PHI",2024,"A+",23,82,285,58,35,11,4,8,39,20,80,7,23,1,0.070175438,0.280701754,0.25,0.22745098,0.31724249498105384,0.295774647,0.396078431,0.691853078,0.168627451,33.80686251543534,96.84281763732744,0.220338983,0.480225988,0.299435028,1.603773584,0.4301676,0.24022346,0.32960894,"sa3019921"
"Jack Brannigan","PIT",2024,"A+",23,77,341,69,34,15,2,18,53,40,89,2,12,3,0.117302052,0.260997067,0.449438202,0.237931034,0.3782326754401712,0.344117647,0.489655172,0.833772819,0.251724138,56.52253117813989,135.32393952189523,0.246231155,0.256281407,0.497487437,0.515151515,0.4679803,0.30049261,0.23152709,"sa3019922"
"Eric Brown Jr.","MIL",2024,"AA",23,105,441,72,51,16,1,4,38,41,83,3,20,8,0.092970521,0.188208616,0.493975903,0.184615384,0.25711451741782104,0.269841269,0.261538461,0.53137973,0.076923077,30.24331379454044,62.258767554819094,0.201320132,0.366336633,0.432343234,0.847328244,0.47077922,0.20454545,0.32467532,"sa3019923"
"Matthew Wood","MIL",2024,"A+",23,91,379,75,54,15,2,4,41,47,52,6,2,1,0.124010554,0.137203166,0.903846153,0.235109717,0.3268144159089951,0.345646437,0.332288401,0.677934838,0.097178684,45.448386648987004,101.51440273754977,0.272388059,0.376865671,0.350746268,1.074468085,0.47058824,0.19852941,0.33088235,"sa3019924"
"Jordan Sprinkle","CHW",2024,"A+",23,92,384,69,50,16,1,2,29,37,81,3,27,5,0.096354166,0.2109375,0.456790123,0.207207207,0.2785675982949595,0.296296296,0.279279279,0.575575575,0.072072072,34.072971210015666,72.44129263695035,0.215447154,0.369918699,0.414634146,0.892156862,0.44787645,0.26254826,0.28957529,"sa3019925"
"Brett Roberts","MIA",2024,"A,A+,CPX",23,49,199,39,28,5,2,4,13,14,55,7,6,1,0.070351758,0.276381909,0.254545454,0.214285714,0.28882919146557046,0.277777777,0.329670329,0.607448106,0.115384615,18.061298677875286,75.95882329381189,0.166666666,0.555555555,0.277777777,2,0.45669291,0.22834646,0.31496063,"sa3019926"
"Robert Moore","PHI",2024,"AA",22,107,435,91,62,20,0,9,41,39,73,4,19,11,0.089655172,0.167816091,0.534246575,0.24010554,0.31882836838146467,0.323255813,0.364116094,0.687371907,0.124010554,51.10123854200995,100.00620543240053,0.220394736,0.384868421,0.394736842,0.975,0.48726115,0.23566879,0.27707006,"sa3019928"
"Tayden Hall","MIL",2024,"A,A+",21,102,404,86,65,15,4,2,39,59,67,9,5,2,0.146039603,0.165841584,0.880597014,0.259818731,0.34959870680647703,0.376237623,0.347432024,0.723669647,0.087613293,55.01644065025159,115.15749397529974,0.252788104,0.475836431,0.271375464,1.753424657,0.4375,0.23897059,0.32352941,"sa3019929"
"Satchell Norman","MIL",2024,"A,CPX",21,34,125,22,15,6,1,0,6,12,35,6,7,1,0.096,0.28,0.342857142,0.194690265,0.26823646211624147,0.272,0.265486725,0.537486725,0.07079646,9.491135727712754,63.75295964395198,0.233766233,0.454545454,0.311688311,1.458333333,0.48717949,0.25641026,0.25641026,"sa3019930"
"Jackson Loftin","HOU",2024,"A+,AAA",24,70,240,39,23,11,1,4,17,23,65,3,20,2,0.095833333,0.270833333,0.353846153,0.18660287,0.2826968957689517,0.284518828,0.306220095,0.590738923,0.119617225,22.050651506712367,74.26222632675439,0.178571428,0.392857142,0.428571428,0.916666666,0.53846154,0.22377622,0.23776224,"sa3019931"
"Logan Wagner","LAD",2024,"A",20,38,164,31,15,8,2,6,23,27,41,2,4,0,0.164634146,0.25,0.658536585,0.246031746,0.4163014797345261,0.404907975,0.484126984,0.889034959,0.238095238,31.257697604289586,138.549839103123,0.220930232,0.348837209,0.430232558,0.81081081,0.50574713,0.25287356,0.24137931,"sa3019932"
"Reece Walling","MIL",2024,"A",20,79,312,53,33,15,0,5,32,47,90,3,1,0,0.150641025,0.288461538,0.522222222,0.20622568,0.3264608081334677,0.333333333,0.322957198,0.656290531,0.116731518,37.507610476431765,101.50370953611119,0.243902439,0.347560975,0.408536585,0.850746268,0.38823529,0.3,0.31176471,"sa3019933"
"Jacob Burke","CHW",2024,"A+,AA",23,76,274,45,38,6,1,0,18,27,72,2,24,3,0.098540145,0.262773722,0.375,0.1875,0.2508397855601468,0.282051282,0.220833333,0.502884615,0.033333333,17.51751419219412,58.131424758346846,0.186746987,0.487951807,0.325301204,1.5,0.41520468,0.22222222,0.3625731,"sa3019934"
